lbi	replicate	season_end	season_start	strain
6.1006	0	2018-07-01	2017-07-01	A/Aichi/62/2018
4.4142	0	2018-07-01	2017-07-01	A/Sakai/23/2018
5.8595	0	2018-07-01	2017-07-01	A/Brisbane/23/2018
4.256	0	2018-07-01	2017-07-01	A/SuratThani/83/2018
3.544	0	2018-07-01	2017-07-01	A/Nagano-C/43/2018
3.1532	0	2018-07-01	2017-07-01	A/Fukushima/33/2018
4.2445	0	2018-07-01	2017-07-01	A/Kawasaki/68/2018
2.9902	0	2018-07-01	2017-07-01	A/Taiwan/80650/2018
4.2598	0	2018-07-01	2017-07-01	A/HongKong/626/2018
4.5777	0	2018-07-01	2017-07-01	A/Brisbane/32/2018
4.268	0	2018-07-01	2017-07-01	A/Concepcion/32372/2018
5.6984	0	2018-07-01	2017-07-01	A/Asaka/1/2018
7.9701	0	2018-07-01	2017-07-01	A/Israel/SK521/2017
2.7642	0	2018-07-01	2017-07-01	A/Bangkok/127/2018
2.7471	0	2018-07-01	2017-07-01	A/Loei/116/2018
2.766	0	2018-07-01	2017-07-01	A/Loei/1155/2018
2.766	0	2018-07-01	2017-07-01	A/Loei/1152/2018
4.2233	0	2018-07-01	2017-07-01	A/Dijon/1771/2018
3.0489	0	2018-07-01	2017-07-01	A/Hawaii/43/2018
2.6017	0	2018-07-01	2017-07-01	A/Singapore/KK0699/2018
3.4806	0	2018-07-01	2017-07-01	A/Akita/14/2018
4.0959	0	2018-07-01	2017-07-01	A/Iquique/37846/2018
5.1482	0	2018-07-01	2017-07-01	A/Iquique/24508/2018
7.8993	0	2018-07-01	2017-07-01	A/ChiangMai/10/2018
4.4622	0	2018-07-01	2017-07-01	A/HongKong/676/2018
4.1711	0	2018-07-01	2017-07-01	A/Kobe/50/2018
3.842	0	2018-07-01	2017-07-01	A/Iwate/30/2018
3.2888	0	2018-07-01	2017-07-01	A/Townsville/10/2018
6.0308	0	2018-07-01	2017-07-01	A/Argentina/11/2018
4.1698	0	2018-07-01	2017-07-01	A/Brisbane/40/2018
3.0732	0	2018-07-01	2017-07-01	A/Philippines/539/2018
6.1272	0	2018-07-01	2017-07-01	A/Brisbane/28/2018
3.0976	0	2018-07-01	2017-07-01	A/Sapporo/51/2018
5.0506	0	2018-07-01	2017-07-01	A/Iceland/63/2018
4.613	0	2018-07-01	2017-07-01	A/Kanagawa/77/2018
4.602	0	2018-07-01	2017-07-01	A/HongKong/656/2018
3.991	0	2018-07-01	2017-07-01	A/Sapporo/45/2018
8.8531	0	2018-07-01	2017-07-01	A/Iceland/136/2017
3.8296	0	2018-07-01	2017-07-01	A/Philippines/464/2018
7.4346	0	2018-07-01	2017-07-01	A/Nonthaburi/16/2018
6.3674	0	2018-07-01	2017-07-01	A/StPetersburg/RII-362/2018
5.7563	0	2018-07-01	2017-07-01	A/Ayutthaya/56/2018
3.1528	0	2018-07-01	2017-07-01	A/Tochigi/18136/2018
0.3579	0	2018-07-01	2017-07-01	A/Daegu/751/2017
0.3732	0	2018-07-01	2017-07-01	A/Indonesia/Nihrd-Mks410/2017
0.4451	0	2018-07-01	2017-07-01	A/Bulgaria/243/2018
0.4538	0	2018-07-01	2017-07-01	A/Bulgaria/249/2018
0.3165	0	2018-07-01	2017-07-01	A/Thailand/46/2017
0.2506	0	2018-07-01	2017-07-01	A/Wakayama-C/101/2017
0.259	0	2018-07-01	2017-07-01	A/CostaRica/6684/2017
0.2689	0	2018-07-01	2017-07-01	A/SouthAfrica/R06409/2017
0.2512	0	2018-07-01	2017-07-01	A/Pakistan/199/2017
0.5041	0	2018-07-01	2017-07-01	A/Brazil/4729/2017
0.5041	0	2018-07-01	2017-07-01	A/SaoPaulo/604729/2017
0.5858	0	2018-07-01	2017-07-01	A/Congo/467/2017
0.6053	0	2018-07-01	2017-07-01	A/Congo/510/2017
0.5764	0	2018-07-01	2017-07-01	A/Congo/553/2017
0.6542	0	2018-07-01	2017-07-01	A/Congo/487/2017
0.3314	0	2018-07-01	2017-07-01	A/Idaho/26/2017
0.6288	0	2018-07-01	2017-07-01	A/Uppsala/2/2017
0.5767	0	2018-07-01	2017-07-01	A/Colombia/6434/2017
0.9113	0	2018-07-01	2017-07-01	A/Colombia/5238/2017
0.6968	0	2018-07-01	2017-07-01	A/Stockholm/43/2017
0.5061	0	2018-07-01	2017-07-01	A/Brisbane/13/2018
0.387	0	2018-07-01	2017-07-01	A/Bolivia/1/2018
0.9151	0	2018-07-01	2017-07-01	A/SriLanka/56/2017
0.8898	0	2018-07-01	2017-07-01	A/SriLanka/87/2017
0.7945	0	2018-07-01	2017-07-01	A/SriLanka/104/2017
1.8352	0	2018-07-01	2017-07-01	A/India/3873/2017
0.6561	0	2018-07-01	2017-07-01	A/Mauritius/2287/2018
1.9152	0	2018-07-01	2017-07-01	A/India/2835/2017
2.5675	0	2018-07-01	2017-07-01	A/India/3370/2017
1.2922	0	2018-07-01	2017-07-01	A/Kanagawa/ZC1711/2018
1.5115	0	2018-07-01	2017-07-01	A/Kanagawa/ZC1709/2017
0.816	0	2018-07-01	2017-07-01	A/Fiji/61/2018
0.9417	0	2018-07-01	2017-07-01	A/Fiji/56/2018
0.7718	0	2018-07-01	2017-07-01	A/Fiji/68/2018
1.6011	0	2018-07-01	2017-07-01	A/Kanagawa/223/2017
1.6637	0	2018-07-01	2017-07-01	A/SriLanka/93/2017
1.5941	0	2018-07-01	2017-07-01	A/Singapore/MOH0219/2017
2.8555	0	2018-07-01	2017-07-01	A/India/8050/2017
1.6638	0	2018-07-01	2017-07-01	A/SriLanka/95/2017
1.5809	0	2018-07-01	2017-07-01	A/Singapore/KK1384/2017
1.5529	0	2018-07-01	2017-07-01	A/SriLanka/102/2017
2.6163	0	2018-07-01	2017-07-01	A/California/86/2017
1.4836	0	2018-07-01	2017-07-01	A/SriLanka/1/2018
1.8894	0	2018-07-01	2017-07-01	A/SriLanka/94/2017
1.8678	0	2018-07-01	2017-07-01	A/Singapore/TT1692/2017
1.7311	0	2018-07-01	2017-07-01	A/SriLanka/97/2017
1.0091	0	2018-07-01	2017-07-01	A/Yamaguchi/45/2017
1.9444	0	2018-07-01	2017-07-01	A/Pakistan/178/2017
1.4661	0	2018-07-01	2017-07-01	A/Iran/88527/2017
0.8706	0	2018-07-01	2017-07-01	A/Macau/600279/2018
1.6569	0	2018-07-01	2017-07-01	A/Qatar/14-VI-17-0038205/2017
1.6234	0	2018-07-01	2017-07-01	A/Qatar/14-VI-17-0038145/2017
1.5143	0	2018-07-01	2017-07-01	A/Stockholm/40/2017
1.7374	0	2018-07-01	2017-07-01	A/SriLanka/85/2017
1.4197	0	2018-07-01	2017-07-01	A/SriLanka/90/2017
0.9696	0	2018-07-01	2017-07-01	A/SriLanka/4/2018
1.4304	0	2018-07-01	2017-07-01	A/India/9930/2017
0.939	0	2018-07-01	2017-07-01	A/SouthAfrica/R00489/2018
1.6077	0	2018-07-01	2017-07-01	A/AbuDhabi/13/2017
1.0825	0	2018-07-01	2017-07-01	A/AbuDhabi/16/2017
1.3567	0	2018-07-01	2017-07-01	A/Stockholm/28/2017
2.1942	0	2018-07-01	2017-07-01	A/Bangladesh/1011/2017
2.4745	0	2018-07-01	2017-07-01	A/England/72840639/2017
1.637	0	2018-07-01	2017-07-01	A/Qatar/14-VI-17-0037713/2017
1.0195	0	2018-07-01	2017-07-01	A/Sydney/12/2018
1.3804	0	2018-07-01	2017-07-01	A/Beijing-Huairou/11878/2017
2.9293	0	2018-07-01	2017-07-01	A/HongKong/3571/2017
2.3083	0	2018-07-01	2017-07-01	A/Pakistan/192/2017
2.7455	0	2018-07-01	2017-07-01	A/HongKong/4085/2017
1.9445	0	2018-07-01	2017-07-01	A/Yokohama/145/2017
1.7244	0	2018-07-01	2017-07-01	A/India/6032/2017
2.1487	0	2018-07-01	2017-07-01	A/Zhejiang-Nanhu/1745/2017
0.7368	0	2018-07-01	2017-07-01	A/Bangladesh/973/2018
2.058	0	2018-07-01	2017-07-01	A/Brisbane/187/2017
1.6466	0	2018-07-01	2017-07-01	A/Osaka-C/82/2017
1.4744	0	2018-07-01	2017-07-01	A/Kanagawa/IC1725/2018
1.5511	0	2018-07-01	2017-07-01	A/Macau/600369/2018
1.286	0	2018-07-01	2017-07-01	A/Macau/601326/2018
1.1214	0	2018-07-01	2017-07-01	A/Kanagawa/AC1736/2018
1.6008	0	2018-07-01	2017-07-01	A/Kanagawa/IC1719/2018
1.6672	0	2018-07-01	2017-07-01	A/Philippines/4/2018
1.5538	0	2018-07-01	2017-07-01	A/Shaanxi-Wangyi/1974/2017
3.1155	0	2018-07-01	2017-07-01	A/HongKong/8261955/2017
1.7509	0	2018-07-01	2017-07-01	A/Singapore/GP0454/2018
2.7846	0	2018-07-01	2017-07-01	A/Philippines/30/2017
1.4382	0	2018-07-01	2017-07-01	A/Philippines/334/2018
1.1239	0	2018-07-01	2017-07-01	A/Hawaii/44/2018
2.0676	0	2018-07-01	2017-07-01	A/Sydney/22/2018
1.2285	0	2018-07-01	2017-07-01	A/Philippines/5/2018
1.184	0	2018-07-01	2017-07-01	A/Philippines/17/2018
1.9163	0	2018-07-01	2017-07-01	A/Madagascar/1123/2018
1.3819	0	2018-07-01	2017-07-01	A/HongKong/8251901/2017
1.1213	0	2018-07-01	2017-07-01	A/AbuDhabi/8/2017
0.5913	0	2018-07-01	2017-07-01	A/Chanthaburi/101/2018
0.6551	0	2018-07-01	2017-07-01	A/Cambodia/c06254116/2018
1.5273	0	2018-07-01	2017-07-01	A/SouthAfrica/R07360/2017
1.2728	0	2018-07-01	2017-07-01	A/Mozambique/309/2017
1.7137	0	2018-07-01	2017-07-01	A/NewZealand/875/2017
1.3242	0	2018-07-01	2017-07-01	A/Pakistan/198/2017
1.3151	0	2018-07-01	2017-07-01	A/Pakistan/197/2017
0.5296	0	2018-07-01	2017-07-01	A/Oman/3329/2018
2.0102	0	2018-07-01	2017-07-01	A/SouthAfrica/R06408/2017
2.0026	0	2018-07-01	2017-07-01	A/SouthAfrica/R07316/2017
0.7239	0	2018-07-01	2017-07-01	A/Mozambique/8218/2018
0.7858	0	2018-07-01	2017-07-01	A/Mozambique/418/2018
1.9443	0	2018-07-01	2017-07-01	A/SouthAfrica/R07339/2017
2.1628	0	2018-07-01	2017-07-01	A/SouthAfrica/R7724/2017
0.609	0	2018-07-01	2017-07-01	A/Kenya/166/2018
1.0244	0	2018-07-01	2017-07-01	A/Kenya/134/2018
0.6343	0	2018-07-01	2017-07-01	A/Kenya/167/2018
1.9925	0	2018-07-01	2017-07-01	A/England/73420564/2017
2.4693	0	2018-07-01	2017-07-01	A/Vietnam/Lisn131/2017
1.6287	0	2018-07-01	2017-07-01	A/Afghanistan/428/2017
1.6748	0	2018-07-01	2017-07-01	A/Afghanistan/438/2017
1.5665	0	2018-07-01	2017-07-01	A/Afghanistan/616/2017
1.4273	0	2018-07-01	2017-07-01	A/Afghanistan/833/2017
1.0278	0	2018-07-01	2017-07-01	A/Afghanistan/2058/2018
0.7428	0	2018-07-01	2017-07-01	A/Moscow/184/2018
1.7915	0	2018-07-01	2017-07-01	A/Pakistan/232/2017
1.7915	0	2018-07-01	2017-07-01	A/Pakistan/231/2017
2.3113	0	2018-07-01	2017-07-01	A/Lund/4/2017
2.2576	0	2018-07-01	2017-07-01	A/Kanagawa/209/2017
0.8367	0	2018-07-01	2017-07-01	A/Vietnam/Lisn18022/2018
1.2389	0	2018-07-01	2017-07-01	A/Maldives/941/2018
1.4473	0	2018-07-01	2017-07-01	A/Maldives/343/2018
1.396	0	2018-07-01	2017-07-01	A/Maldives/486/2018
1.2555	0	2018-07-01	2017-07-01	A/Maldives/925/2018
1.3227	0	2018-07-01	2017-07-01	A/Maldives/462/2018
1.3483	0	2018-07-01	2017-07-01	A/Maldives/810/2018
1.3879	0	2018-07-01	2017-07-01	A/Maldives/657/2018
1.3504	0	2018-07-01	2017-07-01	A/Maldives/931/2018
1.3054	0	2018-07-01	2017-07-01	A/Maldives/964/2018
0.8097	0	2018-07-01	2017-07-01	A/Jamaica/6191/2018
1.4201	0	2018-07-01	2017-07-01	A/Fiji/17/2019
0.9581	0	2018-07-01	2017-07-01	A/Liaoning-Xinlongtai/1103/2018
1.441	0	2018-07-01	2017-07-01	A/Astrakhan/32/2017
2.8314	0	2018-07-01	2017-07-01	A/Myanmar/17M175/2017
2.1151	0	2018-07-01	2017-07-01	A/Sydney/1185/2017
3.5187	0	2018-07-01	2017-07-01	A/Lao/2852/2017
3.1149	0	2018-07-01	2017-07-01	A/Lao/3307/2017
2.395	0	2018-07-01	2017-07-01	A/Lao/3981/2017
3.7314	0	2018-07-01	2017-07-01	A/Lao/2901/2017
2.7307	0	2018-07-01	2017-07-01	A/Lao/3819/2017
3.3409	0	2018-07-01	2017-07-01	A/Hubei-Maojian/11402/2017
2.8286	0	2018-07-01	2017-07-01	A/Lao/3825/2017
1.7054	0	2018-07-01	2017-07-01	A/Lao/4957/2017
3.223	0	2018-07-01	2017-07-01	A/Nonthaburi/182/2017
0.8298	0	2018-07-01	2017-07-01	A/Phetchaburi/104/2018
3.7379	0	2018-07-01	2017-07-01	A/Victoria/653/2017-egg
2.3961	0	2018-07-01	2017-07-01	A/Colombia/6187/2017
3.7838	0	2018-07-01	2017-07-01	A/Victoria/653/2017
2.5595	0	2018-07-01	2017-07-01	A/Lao/3842/2017
2.5595	0	2018-07-01	2017-07-01	A/Lao/3862/2017
3.5047	0	2018-07-01	2017-07-01	A/Kawasaki/128/2017
2.1234	0	2018-07-01	2017-07-01	A/Brisbane/201/2017
2.2749	0	2018-07-01	2017-07-01	A/Brisbane/197/2017
1.8933	0	2018-07-01	2017-07-01	A/Brisbane/207/2017
1.0129	0	2018-07-01	2017-07-01	A/Chanthaburi/108/2018
1.0969	0	2018-07-01	2017-07-01	A/HongKong/1078/2018
1.3332	0	2018-07-01	2017-07-01	A/Vladimir/191/2018
1.2649	0	2018-07-01	2017-07-01	A/HongKong/974/2018
1.1075	0	2018-07-01	2017-07-01	A/HongKong/1110/2018
1.134	0	2018-07-01	2017-07-01	A/HongKong/1077/2018
1.0538	0	2018-07-01	2017-07-01	A/HongKong/1130/2018
1.5339	0	2018-07-01	2017-07-01	A/Phetchaburi/28/2018
4.6936	0	2018-07-01	2017-07-01	A/Bangladesh/2/2017
3.4524	0	2018-07-01	2017-07-01	A/Brisbane/1096/2017
5.0927	0	2018-07-01	2017-07-01	A/SakonNakhon/203/2017
5.3787	0	2018-07-01	2017-07-01	A/Bangladesh/2018/2017
6.1502	0	2018-07-01	2017-07-01	A/Bangladesh/1/2017
2.2707	0	2018-07-01	2017-07-01	A/Egypt/293/2018
2.4025	0	2018-07-01	2017-07-01	A/Ayutthaya/93/2018
4.531	0	2018-07-01	2017-07-01	A/Vietnam/GHS992/2017
1.9922	0	2018-07-01	2017-07-01	A/Newcastle/19/2018
1.7101	0	2018-07-01	2017-07-01	A/Brisbane/44/2018
1.8294	0	2018-07-01	2017-07-01	A/Brisbane/42/2018
1.8061	0	2018-07-01	2017-07-01	A/India/4662/2018
1.831	0	2018-07-01	2017-07-01	A/India/4667/2018
4.877	0	2018-07-01	2017-07-01	A/India/9944/2017
2.5881	0	2018-07-01	2017-07-01	A/India/4658/2018
1.9213	0	2018-07-01	2017-07-01	A/India/4661/2018
2.3038	0	2018-07-01	2017-07-01	A/India/4666/2018
3.3484	0	2018-07-01	2017-07-01	A/Xinjiang-Aletai/1605/2017
4.0693	0	2018-07-01	2017-07-01	A/Xinjiang-Midong/1633/2017
2.6567	0	2018-07-01	2017-07-01	A/Egypt/460/2018
2.1284	0	2018-07-01	2017-07-01	A/Oman/1759/2018
3.7096	0	2018-07-01	2017-07-01	A/Maldives/1471/2017
1.4936	0	2018-07-01	2017-07-01	A/SaudiArabia/A10007503/2018
1.4878	0	2018-07-01	2017-07-01	A/Oman/3542/2018
1.4285	0	2018-07-01	2017-07-01	A/Oman/3356/2018
2.2346	0	2018-07-01	2017-07-01	A/Chongqing-Banan/1211/2018
9.1996	0	2018-07-01	2017-07-01	A/HongKong/3595/2017
9.658	0	2018-07-01	2017-07-01	A/Tokyo/17216/2017
8.8853	0	2018-07-01	2017-07-01	A/Israel/C6061/2017
1.9449	0	2018-07-01	2017-07-01	A/HongKong/639/2018
6.3801	0	2018-07-01	2017-07-01	A/Oman/5101/2017
2.7448	0	2018-07-01	2017-07-01	A/Madagascar/424/2018
2.8461	0	2018-07-01	2017-07-01	A/Kanagawa/AC1727/2018
2.3839	0	2018-07-01	2017-07-01	A/DistrictOfColumbia/18/2018
2.9934	0	2018-07-01	2017-07-01	A/Hyogo/1239/2018
9.4323	0	2018-07-01	2017-07-01	A/Akita/21/2017
9.3054	0	2018-07-01	2017-07-01	A/Bangladesh/3007/2017
8.9339	0	2018-07-01	2017-07-01	A/SouthAustralia/1084/2017
1.6706	0	2018-07-01	2017-07-01	A/SouthAfrica/6922/2018
3.2276	0	2018-07-01	2017-07-01	A/Sweden/11/2018
6.8119	0	2018-07-01	2017-07-01	A/Slovenia/2269/2017
1.8204	0	2018-07-01	2017-07-01	A/Iceland/88/2018
4.1814	0	2018-07-01	2017-07-01	A/Tunis/12773/2017
2.8936	0	2018-07-01	2017-07-01	A/Rabat/1229/2018
3.3046	0	2018-07-01	2017-07-01	A/Macau/600572/2018
3.3622	0	2018-07-01	2017-07-01	A/Bangkok/95/2018
4.1683	0	2018-07-01	2017-07-01	A/AbuDhabi/217/2017
3.0396	0	2018-07-01	2017-07-01	A/Sweden/37/2018
3.2651	0	2018-07-01	2017-07-01	A/Gyeongbuk/1039/2018
4.3595	0	2018-07-01	2017-07-01	A/Townsville/18/2017
5.3673	0	2018-07-01	2017-07-01	A/Gyeongbuk/781/2017
3.0027	0	2018-07-01	2017-07-01	A/Seoul/1287/2018
2.3958	0	2018-07-01	2017-07-01	A/Myanmar/18MI026/2018
2.3958	0	2018-07-01	2017-07-01	A/Myanmar/18MI025/2018
2.3958	0	2018-07-01	2017-07-01	A/Myanmar/18MI027/2018
1.9601	0	2018-07-01	2017-07-01	A/HongKong/1006/2018
2.9689	0	2018-07-01	2017-07-01	A/Niigata-C/21/2018
4.2198	0	2018-07-01	2017-07-01	A/Macau/600763/2018
2.6706	0	2018-07-01	2017-07-01	A/Dnipro/408/2018
7.1992	0	2018-07-01	2017-07-01	A/Wisconsin/327/2017
7.0925	0	2018-07-01	2017-07-01	A/Sakai/24/2017
6.7416	0	2018-07-01	2017-07-01	A/Sakai/25/2017
4.1335	0	2018-07-01	2017-07-01	A/AbuDhabi/240/2018
4.4481	0	2018-07-01	2017-07-01	A/AbuDhabi/218/2017
2.4471	0	2018-07-01	2017-07-01	A/HongKong/417610/2018
2.7523	0	2018-07-01	2017-07-01	A/Lyon/1332/2018
12.2361	0	2018-07-01	2017-07-01	A/Paris/1383/2017
5.72	0	2018-07-01	2017-07-01	A/SouthAustralia/267/2017
2.0016	0	2018-07-01	2017-07-01	A/Incheon/1425/2018
4.5011	0	2018-07-01	2017-07-01	A/Tianjin-Nankai/17/2018
3.7431	0	2018-07-01	2017-07-01	A/ChiangRai/23/2018
11.549	0	2018-07-01	2017-07-01	A/Bangladesh/64/2017
10.4427	0	2018-07-01	2017-07-01	A/Victoria/173/2017
3.4103	0	2018-07-01	2017-07-01	A/Vologda/RII-01/2018
3.1649	0	2018-07-01	2017-07-01	A/Vologda/RII-3M/2018
6.8055	0	2018-07-01	2017-07-01	A/Stockholm/44/2017
6.5501	0	2018-07-01	2017-07-01	A/Cambodia/36954/2017
5.4192	0	2018-07-01	2017-07-01	A/Brisbane/204/2017
5.5219	0	2018-07-01	2017-07-01	A/Wisconsin/340/2017
2.186	0	2018-07-01	2017-07-01	A/Brisbane/60/2018
2.1129	0	2018-07-01	2017-07-01	A/Brisbane/64/2018
3.7046	0	2018-07-01	2017-07-01	A/Oman/1449/2018
2.863	0	2018-07-01	2017-07-01	A/Tomsk/159/2018
4.1191	0	2018-07-01	2017-07-01	A/Nakhonsithammarat/21/2018
3.9666	0	2018-07-01	2017-07-01	A/Nonthaburi/33/2018
3.5512	0	2018-07-01	2017-07-01	A/NakhonRatachasima/517/2018
5.0631	0	2018-07-01	2017-07-01	A/Bangladesh/155/2018
4.1092	0	2018-07-01	2017-07-01	A/Bangladesh/156/2018
1.8078	0	2018-07-01	2017-07-01	A/Bangladesh/683/2018
2.8539	0	2018-07-01	2017-07-01	A/Santiago/30143/2018
2.36	0	2018-07-01	2017-07-01	A/Iceland/90/2018
5.49	0	2018-07-01	2017-07-01	A/India/4612/2018
4.3908	0	2018-07-01	2017-07-01	A/Macau/601328/2018
4.3908	0	2018-07-01	2017-07-01	A/Macau/601328/2017
2.0819	0	2018-07-01	2017-07-01	A/HongKong/1101/2018
2.0677	0	2018-07-01	2017-07-01	A/HongKong/1106/2018
2.3353	0	2018-07-01	2017-07-01	A/Oman/3407/2018
4.0036	0	2018-07-01	2017-07-01	A/Grenoble/1500/2018
3.0941	0	2018-07-01	2017-07-01	A/FrancheComte/1802/2018
2.5888	0	2018-07-01	2017-07-01	A/Oman/3340/2018
2.5099	0	2018-07-01	2017-07-01	A/Oman/3372/2018
4.5515	0	2018-07-01	2017-07-01	A/Beijing-Huairou/1557/2018
3.1207	0	2018-07-01	2017-07-01	A/StPetersburg/RII-475/2018
4.149	0	2018-07-01	2017-07-01	A/NizhnyNovgorod/2372/2018
3.6063	0	2018-07-01	2017-07-01	A/HongKong/681/2018
2.9144	0	2018-07-01	2017-07-01	A/Taiwan/80624/2018
4.6226	0	2018-07-01	2017-07-01	A/Meknes/1299/2018
4.8778	0	2018-07-01	2017-07-01	A/Netherlands/10260/2018
4.4414	0	2018-07-01	2017-07-01	A/Navarra/2147/2018
2.8621	0	2018-07-01	2017-07-01	A/Santiago/38879/2018
3.7827	0	2018-07-01	2017-07-01	A/LaRioja/2202/2018
3.3167	0	2018-07-01	2017-07-01	A/Santiago/34507/2018
2.9767	0	2018-07-01	2017-07-01	A/Santiago/37932/2018
2.9767	0	2018-07-01	2017-07-01	A/Santiago/38092/2018
3.8092	0	2018-07-01	2017-07-01	A/Lipetsk/129/2018
4.033	0	2018-07-01	2017-07-01	A/Hawaii/35/2018
3.2547	0	2018-07-01	2017-07-01	A/Newcastle/16/2018
6.3778	0	2018-07-01	2017-07-01	A/Egypt/278/2018
0.3808	0	2019-07-01	2018-07-01	A/Kenya/158/2018
0.5257	0	2019-07-01	2018-07-01	A/Minnesota/40/2018
0.5769	0	2019-07-01	2018-07-01	A/Kenya/156/2018
0.4222	0	2019-07-01	2018-07-01	A/Kenya/109/2019
0.4074	0	2019-07-01	2018-07-01	A/Kenya/114/2019
0.4939	0	2019-07-01	2018-07-01	A/Brazil/4139/2018
0.4813	0	2019-07-01	2018-07-01	A/Parana/1256/2018
0.4853	0	2019-07-01	2018-07-01	A/Florida/83/2018
0.5824	0	2019-07-01	2018-07-01	A/Brazil/7331/2018
0.6607	0	2019-07-01	2018-07-01	A/Ohio/23/2018
0.4974	0	2019-07-01	2018-07-01	A/Bolivia/3899/2018
0.5719	0	2019-07-01	2018-07-01	A/Perth/1008/2018
0.6213	0	2019-07-01	2018-07-01	A/Israel/144/2018
0.7327	0	2019-07-01	2018-07-01	A/Dakar/10/2018
1.0041	0	2019-07-01	2018-07-01	A/Colorado/10/2019
1.3054	0	2019-07-01	2018-07-01	A/SouthDakota/60/2018
0.8047	0	2019-07-01	2018-07-01	A/Iowa/26/2019
0.7278	0	2019-07-01	2018-07-01	A/Iowa/30/2019
3.5377	0	2019-07-01	2018-07-01	A/Paraguay/1838/2018
1.3736	0	2019-07-01	2018-07-01	A/PuntaArenas/108822/2018
1.7614	0	2019-07-01	2018-07-01	A/PuntaArenas/102705/2018
1.2987	0	2019-07-01	2018-07-01	A/Vermont/11/2019
1.2766	0	2019-07-01	2018-07-01	A/Vermont/14/2019
0.9427	0	2019-07-01	2018-07-01	A/California/138/2019
0.9314	0	2019-07-01	2018-07-01	A/Guatemala/SM-144/2019
1.9259	0	2019-07-01	2018-07-01	A/Florida/13/2019
1.9495	0	2019-07-01	2018-07-01	A/Massachusetts/7/2019
0.9917	0	2019-07-01	2018-07-01	A/California/141/2019
2.0847	0	2019-07-01	2018-07-01	A/Beijing/2019-15554/2018
1.532	0	2019-07-01	2018-07-01	A/Shandong-Mudan/1181/2019
1.4713	0	2019-07-01	2018-07-01	A/England/222/2019
1.7388	0	2019-07-01	2018-07-01	A/Tanger/672/2019
1.7388	0	2019-07-01	2018-07-01	A/Tetouan/671/2019
2.4393	0	2019-07-01	2018-07-01	A/Iquique/96295/2018
3.3452	0	2019-07-01	2018-07-01	A/Bolivia/3906/2018
2.271	0	2019-07-01	2018-07-01	A/Santiago/103161/2018
1.3405	0	2019-07-01	2018-07-01	A/Brest/1999/2019
1.3151	0	2019-07-01	2018-07-01	A/Brest/2002/2019
2.8205	0	2019-07-01	2018-07-01	A/Paris/2544/2018
2.9781	0	2019-07-01	2018-07-01	A/Santiago/103008/2018
2.9781	0	2019-07-01	2018-07-01	A/Santiago/103167/2018
2.61	0	2019-07-01	2018-07-01	A/Bourgogne/74/2019
3.1831	0	2019-07-01	2018-07-01	A/Paris/2572/2018
1.2412	0	2019-07-01	2018-07-01	A/England/192180593/2019
1.2582	0	2019-07-01	2018-07-01	A/England/192180594/2019
1.1876	0	2019-07-01	2018-07-01	A/Kirov/CRIE/416/2019
2.6509	0	2019-07-01	2018-07-01	A/Lyon/95/2019
1.8097	0	2019-07-01	2018-07-01	A/Macedonia/1402/2019
1.6056	0	2019-07-01	2018-07-01	A/Macedonia/1462/2019
2.5604	0	2019-07-01	2018-07-01	A/Berlin/23/2019
2.0822	0	2019-07-01	2018-07-01	A/Guyane/1886/2019
3.5824	0	2019-07-01	2018-07-01	A/Paris/2538/2018
3.021	0	2019-07-01	2018-07-01	A/LaRochelle/85/2019
1.3111	0	2019-07-01	2018-07-01	A/SouthAfrica/R06404/2019
1.269	0	2019-07-01	2018-07-01	A/SouthAfrica/R06917/2019
1.269	0	2019-07-01	2018-07-01	A/SouthAfrica/R06867/2019
1.3119	0	2019-07-01	2018-07-01	A/Victoria/703/2019
3.5779	0	2019-07-01	2018-07-01	A/Georgia/41/2018
1.5555	0	2019-07-01	2018-07-01	A/Florida/62/2019
2.6373	0	2019-07-01	2018-07-01	A/Alaska/11/2019
2.7877	0	2019-07-01	2018-07-01	A/Florida/12/2019
1.4771	0	2019-07-01	2018-07-01	A/Michigan/382/2019
2.7013	0	2019-07-01	2018-07-01	A/Wisconsin/27/2019
1.2911	0	2019-07-01	2018-07-01	A/Argentina/932/2019
2.2071	0	2019-07-01	2018-07-01	A/California/119/2019
2.1055	0	2019-07-01	2018-07-01	A/Arkansas/24/2019
3.8368	0	2019-07-01	2018-07-01	A/Washington/225/2018
2.6059	0	2019-07-01	2018-07-01	A/NewHampshire/18/2019
1.6425	0	2019-07-01	2018-07-01	A/SouthAfrica/R05619/2019
2.0644	0	2019-07-01	2018-07-01	A/Colombia/3977/2019
1.9288	0	2019-07-01	2018-07-01	A/Colombia/4016/2019
2.0593	0	2019-07-01	2018-07-01	A/Colombia/4015/2019
2.0593	0	2019-07-01	2018-07-01	A/Colombia/4010/2019
1.7102	0	2019-07-01	2018-07-01	A/Jordan/30121/2019
4.5222	0	2019-07-01	2018-07-01	A/Georgia/38/2018
1.4014	0	2019-07-01	2018-07-01	A/Santiago/51713/2019
4.5286	0	2019-07-01	2018-07-01	A/Georgia/39/2018
3.3346	0	2019-07-01	2018-07-01	A/Georgia/5/2019
1.5895	0	2019-07-01	2018-07-01	A/Victoria/82/2019
2.2291	0	2019-07-01	2018-07-01	A/Iceland/59/2019
2.6755	0	2019-07-01	2018-07-01	A/Anapolis/487395-IAL/2019
