current_season_start	current_season_end	other_season_start	other_season_end	distance_map	current_strain	mean_distance
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Queensland/37/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Queensland/36/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Perth/5/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/444/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/443/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/431/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/WesternAustralia/46/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/WesternAustralia/40/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Wellington/47/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/412/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/SouthAustralia/19/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Perth/303/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/430/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/441/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Queensland/31/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/397/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/391/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/SouthCanterbury/433/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/392/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/442/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Queensland/33/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Waikato/129/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/410/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/400/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canterbury/384/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Queensland/34/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Christchurch/340/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Victoria/560/2003	13.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Philippines/1116/2003	7.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Philippines/825/2003	6.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Philippines/629/2003	5.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Dunedin/39/2003	5.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0011/2003	6.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0002/2003	5.63
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0007/2003	5.63
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0010/2003	5.63
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN695/2003	6.63
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK50895/2003	7.60
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK52011/2003	6.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK52467/2003	7.56
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/115/2003	8.54
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/143/2003	7.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/981/2004	6.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/612/2004	7.56
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK51353/2003	6.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/NewYork/204/2003	7.58
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/139/2003	6.62
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/145/2003	8.61
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK72014/2003	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU16/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK24289/2004	7.42
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK13126/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU121/2004	7.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU115/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU11/2004	7.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU116/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU17/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU4/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK21164/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/99/2003	8.44
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK50952/2003	7.45
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK74457/2003	8.44
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/927/2004	5.63
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK51380/2003	5.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK70435/2003	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/MaeHongSon/317/2003	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/78/2003	7.44
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK21259/2004	7.31
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/144/2003	7.31
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK52923/2003	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK71313/2003	7.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/300/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK33851/2004	7.46
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK33677/2004	6.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU21/2004	6.42
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU122/2004	5.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Canada/578/2004	5.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU19/2004	5.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/296/2004	5.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/1060/2004	5.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK35013/2004	5.48
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/NewYork/269/2003	5.83
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/NewYork/32/2003	5.83
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/330/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU114/2004	3.89
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Malaysia/26682/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Argentina/126/2004	4.88
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN30240/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU1/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN3094/2004	3.82
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/BG003/2004	3.82
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU9/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/California/NHRC0002/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/California/NHRC0003/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/England/558/2003	4.71
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU22/2004	3.79
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/351/2004	4.89
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK35435/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU15/2004	3.85
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK74438/2003	3.85
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK35117/2004	3.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK35011/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU18/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN3068/2004	3.84
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/ND049/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/TayNguyen/TN186/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN30135/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN30147/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN30130/2004	3.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN30188/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN30138/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Hanoi/HN30137/2004	3.84
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0005/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Japan/120/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0001/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU6/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0003/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0004/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0009/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0008/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0012/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Singapore/NHRC0006/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Malaysia/26468/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Malaysia/26822/2004	3.84
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/CUHK33894/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU14/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Malaysia/28114/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Malaysia/26989/2004	3.88
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU118/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Malaysia/26430/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Malaysia/26571/2003	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU120/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Malaysia/28991/2004	2.90
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/NewYork/55/2004	2.44
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/NewYork/55/2004-egg	2.44
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/350/2004	2.44
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/Taiwan/1094/2004	2.44
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU123/2004	2.44
2003-07-01	2004-07-01	2005-07-01	2006-07-01	bhatt	A/HongKong/HKU20/2004	2.44
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Victoria/520/2004	11.92
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/WesternAustralia/58/2004	12.90
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Queensland/47/2004	11.91
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Queensland/42/2004	12.91
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Queensland/44/2004	11.91
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Queensland/41/2004	11.91
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29997/2004	11.96
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Ningbo/1005/2004	9.28
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/HKU29/2004	6.32
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/HKU87/2004	6.32
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/HKU28/2004	6.32
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/CUHK50563/2004	7.30
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/CUHK53732/2004	7.30
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/HKU86/2004	5.34
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/HKU30/2004	6.34
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Taiwan/220/2004	2.95
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/HKU24/2004	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/462/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/CUHK50600/2004	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Chachoengsao/1422/2004	2.99
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29197/2004	2.98
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Christchurch/15/2004	2.98
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Wellington/6/2004	2.98
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Taiwan/129/2005	5.78
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/243/2005	5.75
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Oklahoma/372/2005	5.78
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Oklahoma/370/2005	5.79
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/California/NHRC0009/2005	4.79
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/California/NHRC0010/2005	4.79
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/382/2005	5.78
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/HKU45/2005	4.79
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/387/2004	4.79
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/392/2004	4.79
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/California/NHRC0002/2005	2.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Brisbane/3/2005	4.28
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/HKU44/2005	2.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/CUHK7670/2005	2.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/CUHK8333/2005	2.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Hunan/L201-2/2004	4.98
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29255/2004	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29242/2004	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29350/2004	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29890/2004	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Taiwan/45/2005	4.82
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Canterbury/16/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29930/2004	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Alexandroupolis/118/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Alexandroupolis/16/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0003/2005	3.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0004/2005	2.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0002/2005	2.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0001/2005	2.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0005/2005	2.97
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewJersey/NHRC0001/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0012/2005	2.99
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0011/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0006/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0013/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0007/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0009/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0010/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0008/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0014/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Australia/NHRC0015/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Canterbury/64/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/WesternAustralia/66/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Canterbury/67/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Canterbury/266/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Canterbury/124/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/466/2004	2.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/357/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/NHRC0001/2004	3.37
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/NHRC0002/2004	3.37
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/NHRC0003/2004	3.37
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Netherlands/93/2005	2.38
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Taiwan/249/2004	2.39
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Taiwan/1115/2004	3.39
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Taiwan/266/2004	2.39
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/CUHK50372/2004	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/WesternAustralia/65/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Waikato/1/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Waikato/2/2005	2.00
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29711/2004	2.38
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Malaysia/29361/2004	2.38
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Waikato/72/2004	4.34
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Wellington/14/2004	2.38
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Christchurch/104/2004	2.38
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Babol/37/2005	2.31
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/471/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/469/2004	2.39
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/472/2004	2.39
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/468/2004	2.39
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/467/2004	2.39
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Waikato/1/2004	3.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/371/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/385/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/500/2004	2.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/218/2004	2.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/464/2005	3.13
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/463/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/319/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/CUHK5300/2005	2.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Tabriz/12/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/365/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/391/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Quebec/26-220405/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Quebec/26-070605/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Quebec/26-100605/2005	3.38
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/461/2005	5.37
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/334/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Georgia/NHRC0001/2005	2.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Taiwan/1109/2004	2.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/HongKong/CUHK7047/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Netherlands/132/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/364/2004	2.32
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/73/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/244/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/207/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Wellington/35/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Wellington/31/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Canterbury/17/2004	2.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Tairawhiti/369/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Christchurch/90/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Auckland/621/2005	2.39
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Thessaloniki/43/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Kastoria/45/2005	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Wellington/61/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Wellington/23/2004	2.40
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/NewYork/358/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Mississippi/5/2004	4.10
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/Canterbury/12/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/WesternAustralia/59/2004	1.41
2004-07-01	2005-07-01	2004-07-01	2005-07-01	bhatt	A/WesternAustralia/56/2004	1.41
